=== 資質・能力、学修目標 ===
医学教育モデル・コア・カリキュラム(令和4年度改訂版)_第1章：医師として求められる基本的な資質・能力、第2章：学修目標      Unnamed: 1                                                                           Unnamed: 2 Unnamed: 3                    Unnamed: 4                                                                                    Unnamed: 5 Unnamed: 6                 Unnamed: 7  Unnamed: 8                                                                                                                                                                              Unnamed: 9
                                                         第1層           第1層_語                                                                               第1層_説明        第2層                         第2層_語                                                                                        第2層_説明        第3層                      第3層_語         第4層                                                                                                                                                                                   第4層_語
                                                          PR     プロフェッショナリズム            人の命に深く関わり健康を守るという医師の職責を十分に自覚し、多様性・人間性を尊重し、利他的な態度で診療にあたりながら、医師としての道を究めていく。      PR-01                            信頼                                                                    社会から信頼を得る上で必要なことを常に考え行動する。   PR-01-01                        誠実さ PR-01-01-01                                                                                                                                        患者や社会に対して誠実である行動とはどのようなものかを考え、そのように行動する (利益相反等)。
                                                          PR     プロフェッショナリズム            人の命に深く関わり健康を守るという医師の職責を十分に自覚し、多様性・人間性を尊重し、利他的な態度で診療にあたりながら、医師としての道を究めていく。      PR-01                            信頼                                                                    社会から信頼を得る上で必要なことを常に考え行動する。   PR-01-01                        誠実さ PR-01-01-02                                                                                                                                            社会から信頼される専門職集団の一員であるためにはどのように行動すべきかを考え、行動する。
                                                          PR     プロフェッショナリズム            人の命に深く関わり健康を守るという医師の職責を十分に自覚し、多様性・人間性を尊重し、利他的な態度で診療にあたりながら、医師としての道を究めていく。      PR-01                            信頼                                                                    社会から信頼を得る上で必要なことを常に考え行動する。   PR-01-02                         省察 PR-01-02-01                                                                                                                                                                     自分自身の限界を適切に認識し行動する。
                                                          PR     プロフェッショナリズム            人の命に深く関わり健康を守るという医師の職責を十分に自覚し、多様性・人間性を尊重し、利他的な態度で診療にあたりながら、医師としての道を究めていく。      PR-01                            信頼                                                                    社会から信頼を得る上で必要なことを常に考え行動する。   PR-01-02                         省察 PR-01-02-02                                                                                                                                                                  他者からのフィードバックを適切に受け入れる。
                                                          PR     プロフェッショナリズム            人の命に深く関わり健康を守るという医師の職責を十分に自覚し、多様性・人間性を尊重し、利他的な態度で診療にあたりながら、医師としての道を究めていく。      PR-02                          思いやり                                                              品格と礼儀を持って、他者を適切に理解し、思いやりを持って接する。   PR-02-01                       思いやり PR-02-01-01                                                                                                                                                                   患者を含めた他者に思いやりをもって接する。
                                                          PR     プロフェッショナリズム            人の命に深く関わり健康を守るという医師の職責を十分に自覚し、多様性・人間性を尊重し、利他的な態度で診療にあたりながら、医師としての道を究めていく。      PR-02                          思いやり                                                              品格と礼儀を持って、他者を適切に理解し、思いやりを持って接する。   PR-02-01                       思いやり PR-02-01-02                                                                                                                                                      他者に思いやりをもって接することができない場合の原因・背景を考える。
                                                          PR     プロフェッショナリズム            人の命に深く関わり健康を守るという医師の職責を十分に自覚し、多様性・人間性を尊重し、利他的な態度で診療にあたりながら、医師としての道を究めていく。      PR-02                          思いやり                                                              品格と礼儀を持って、他者を適切に理解し、思いやりを持って接する。   PR-02-02                  他者理解と自己理解 PR-02-02-01                                                                                                                                                         自身の想像力の限界を認識した上で、他者を理解することに努める。
                                                          PR     プロフェッショナリズム            人の命に深く関わり健康を守るという医師の職責を十分に自覚し、多様性・人間性を尊重し、利他的な態度で診療にあたりながら、医師としての道を究めていく。      PR-02                          思いやり                                                              品格と礼儀を持って、他者を適切に理解し、思いやりを持って接する。   PR-02-02                  他者理解と自己理解 PR-02-02-02                                                                                                                                       他者を適切に理解するための妨げとなる自分や自集団の偏見とはどのようなものか考え、意識して行動する。
                                                          PR     プロフェッショナリズム            人の命に深く関わり健康を守るという医師の職責を十分に自覚し、多様性・人間性を尊重し、利他的な態度で診療にあたりながら、医師としての道を究めていく。      PR-02                          思いやり                                                              品格と礼儀を持って、他者を適切に理解し、思いやりを持って接する。   PR-02-03                      品格・礼儀 PR-02-03-01                                                                                                                                                   医師に求められる品格とはどのようなものかを考え、それを備えるように努める。
                                                          PR     プロフェッショナリズム            人の命に深く関わり健康を守るという医師の職責を十分に自覚し、多様性・人間性を尊重し、利他的な態度で診療にあたりながら、医師としての道を究めていく。      PR-02                          思いやり                                                              品格と礼儀を持って、他者を適切に理解し、思いやりを持って接する。   PR-02-03                      品格・礼儀 PR-02-03-02                                                                                                                                                                              礼儀正しく振る舞う。
                                                          PR     プロフェッショナリズム            人の命に深く関わり健康を守るという医師の職責を十分に自覚し、多様性・人間性を尊重し、利他的な態度で診療にあたりながら、医師としての道を究めていく。      PR-03                            教養                                                                              医師に相応しい教養を身につける。   PR-03-01                         教養 PR-03-01-01                                                                                                                                                              人の生命に深く関わる医師に相応しい教養を身につける。
                                                          PR     プロフェッショナリズム            人の命に深く関わり健康を守るという医師の職責を十分に自覚し、多様性・人間性を尊重し、利他的な態度で診療にあたりながら、医師としての道を究めていく。      PR-03                            教養                                                                              医師に相応しい教養を身につける。   PR-03-01                         教養 PR-03-01-02                                                                                                                                                                       答えのない問いについて考え続ける。
                                                          PR     プロフェッショナリズム            人の命に深く関わり健康を守るという医師の職責を十分に自覚し、多様性・人間性を尊重し、利他的な態度で診療にあたりながら、医師としての道を究めていく。      PR-04                          生命倫理                                                                              医療における倫理の重要性を学ぶ。   PR-04-01                       臨床倫理 PR-04-01-01                                                                                                                                                                 生と死に関わる倫理的問題の概要を理解している。
                                                          PR     プロフェッショナリズム            人の命に深く関わり健康を守るという医師の職責を十分に自覚し、多様性・人間性を尊重し、利他的な態度で診療にあたりながら、医師としての道を究めていく。      PR-04                          生命倫理                                                                              医療における倫理の重要性を学ぶ。   PR-04-01                       臨床倫理 PR-04-01-02                                                                                                                                                 多様な価値観を理解して、多職種と連携し、自己決定権を含む患者の権利を尊重する。
                                                          PR     プロフェッショナリズム            人の命に深く関わり健康を守るという医師の職責を十分に自覚し、多様性・人間性を尊重し、利他的な態度で診療にあたりながら、医師としての道を究めていく。      PR-04                          生命倫理                                                                              医療における倫理の重要性を学ぶ。   PR-04-01                       臨床倫理 PR-04-01-03                                                                                                                                   診療現場における倫理的問題について、倫理学の考え方に依拠し、分析した上で、自身の考えを述べることができる。
                                                          GE 総合的に患者・生活者をみる姿勢  患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。      GE-01                  全人的な視点とアプローチ         患者の抱える問題を臓器横断的だけでなく心理・社会的視点で捉え、専門領域にとどまらない姿勢で責任をもって診療に関わり、最善の意思決定や行動科学に基づく臨床実践に関与できる。   GE-01-01                   臓器横断的な診療 GE-01-01-01                                                                                                                                                                臓器横断的に医学的課題を捉えることができる。
                                                          GE 総合的に患者・生活者をみる姿勢  患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。      GE-01                  全人的な視点とアプローチ         患者の抱える問題を臓器横断的だけでなく心理・社会的視点で捉え、専門領域にとどまらない姿勢で責任をもって診療に関わり、最善の意思決定や行動科学に基づく臨床実践に関与できる。   GE-01-01                   臓器横断的な診療 GE-01-01-02                                                                                                                                                             適切な医療機関や診療科につなぐ重要性を理解している。
                                                          GE 総合的に患者・生活者をみる姿勢  患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。      GE-01                  全人的な視点とアプローチ         患者の抱える問題を臓器横断的だけでなく心理・社会的視点で捉え、専門領域にとどまらない姿勢で責任をもって診療に関わり、最善の意思決定や行動科学に基づく臨床実践に関与できる。   GE-01-01                   臓器横断的な診療 GE-01-01-03                                                                                                            基本的なフレームワーク（頻度・重症度・緊急度、解剖学的アプローチ、病態生理学的アプローチ、二重過程理論、事前確率等）を用いて臨床推論を行うことができる。
                                                          GE 総合的に患者・生活者をみる姿勢  患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。      GE-01                  全人的な視点とアプローチ         患者の抱える問題を臓器横断的だけでなく心理・社会的視点で捉え、専門領域にとどまらない姿勢で責任をもって診療に関わり、最善の意思決定や行動科学に基づく臨床実践に関与できる。   GE-01-01                   臓器横断的な診療 GE-01-01-04                                                                                                                                                         主訴に応じて、必要な医療面接・身体診察・検査を実施できる。
                                                          GE 総合的に患者・生活者をみる姿勢  患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。      GE-01                  全人的な視点とアプローチ         患者の抱える問題を臓器横断的だけでなく心理・社会的視点で捉え、専門領域にとどまらない姿勢で責任をもって診療に関わり、最善の意思決定や行動科学に基づく臨床実践に関与できる。   GE-01-01                   臓器横断的な診療 GE-01-01-05                                                                                                                                                           診断がつかない健康問題やその介入方法の概要を理解している。
                                                          GE 総合的に患者・生活者をみる姿勢  患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。      GE-01                  全人的な視点とアプローチ         患者の抱える問題を臓器横断的だけでなく心理・社会的視点で捉え、専門領域にとどまらない姿勢で責任をもって診療に関わり、最善の意思決定や行動科学に基づく臨床実践に関与できる。   GE-01-01                   臓器横断的な診療 GE-01-01-06                                                                                                                                          多疾患が併存した状態及び複数臓器にまたがる疾患について、その介入方法の概要を理解している。
                                                          GE 総合的に患者・生活者をみる姿勢  患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。      GE-01                  全人的な視点とアプローチ         患者の抱える問題を臓器横断的だけでなく心理・社会的視点で捉え、専門領域にとどまらない姿勢で責任をもって診療に関わり、最善の意思決定や行動科学に基づく臨床実践に関与できる。   GE-01-01                   臓器横断的な診療 GE-01-01-07                                                                                                                                                             ポリファーマシーとその介入方法の概要を理解している。
